word;happiness_rank;happiness_average;happiness_standard_deviation;twitter_rank;google_rank;nyt_rank;lyrics_rank
steve;5423;5.38;0.901;1778;--;1245;4926
tan;5424;5.38;17.130;2894;--;--;1262
technical;5425;5.38;16.022;4813;1455;2447;--
text;5426;5.38;13.231;748;858;4031;--
thread;5427;5.38;13.536;--;--;--;4500
tierra;5428;5.38;16.149;--;--;--;4052
timbaland;5429;5.38;14.968;--;--;--;4627
tricks;5430;5.38;15.238;4707;--;--;2099
tunnel;5431;5.38;14.553;--;--;4943;4099
twelve;5432;5.38;11.586;--;1790;--;2566
wants;5433;5.38;13.231;494;2135;988;524
wednesday;5434;5.38;13.384;1369;--;235;4862
whew;5435;5.38;11.933;4338;--;--;--
wordpress;5436;5.38;12.103;2616;--;--;--
would;5437;5.38;0.8545;87;48;39;120
yards;5438;5.38;0.9234;--;3747;1953;--
year;5439;5.38;13.536;156;173;71;641
yesterday's;5440;5.38;14.693;--;--;--;--
comparison;5441;5.37;12.195;--;1560;--;--
ella;5442;5.37;16.033;--;--;--;1565
givin;5443;5.37;12.532;--;--;--;2487
hem;5444;5.37;12.195;--;--;--;4407
parish;5445;5.37;17.041;--;3798;--;--
silently;5446;5.37;15.505;--;--;--;4232
sits;5447;5.37;10.934;--;--;--;2625
whispering;5448;5.37;16.291;--;--;--;2818
illusions;5449;5.36;18.109;--;--;--;4000
asked;5450;5.36;12.739;902;438;383;952
bee;5451;5.36;16.507;3665;--;--;2752
briefing;5452;5.36;12.578;--;--;1013;--
britney;5453;5.36;16.753;3273;--;--;--
capitol;5454;5.36;12.898;--;--;4245;--
caps;5455;5.36;10.254;4428;--;--;4996
claire;5456;5.36;15.487;--;--;3903;--
clip;5457;5.36;12.578;2953;--;--;2259
clips;5458;5.36;11.739;--;--;--;3673
colonial;5459;5.36;13.516;--;2164;--;--
constitute;5460;5.36;11.386;--;3128;--;--
contracts;5461;5.36;12.415;--;3570;2043;--
covering;5462;5.36;0.8751;--;3563;4636;--
customs;5463;5.36;16.383;--;3070;--;--
dash;5464;5.36;14.813;--;--;--;3934
delta;5465;5.36;10.451;--;--;4830;--
dishes;5466;5.36;18.156;3928;--;4749;--
economic;5467;5.36;16.874;2320;318;440;--
edit;5468;5.36;11.739;3475;--;--;--
eileen;5469;5.36;12.081;--;--;4182;--
establishment;5470;5.36;12.898;--;2003;4899;--
finger;5471;5.36;11.739;1583;3539;--;1258
georgetown;5472;5.36;14.675;--;--;4325;--
gloria;5473;5.36;14.675;--;--;4223;4184
greene;5474;5.36;10.451;--;--;3476;--
gud;5475;5.36;15.618;2929;--;--;--
hall;5476;5.36;12.081;1713;1261;592;1756
hay;5477;5.36;14.813;452;--;--;962
heard;5478;5.36;0.802;461;609;1240;330
jimmy;5479;5.36;11.205;2785;--;3224;2123
linear;5480;5.36;11.911;--;2651;--;--
liquor;5481;5.36;22.836;4915;--;--;2372
listing;5482;5.36;10.053;3953;--;2031;--
lmaoo;5483;5.36;18.926;2446;--;--;--
mason;5484;5.36;0.9424;--;--;3965;--
miller;5485;5.36;10.254;4415;3629;1132;--
milwaukee;5486;5.36;11.739;--;--;3888;--
monde;5487;5.36;12.739;--;--;--;4174
mouse;5488;5.36;19.563;2531;--;--;4568
moving;5489;5.36;14.950;1023;1441;1254;788
msn;5490;5.36;17.468;3017;--;--;--
nba;5491;5.36;18.490;2853;--;2412;--
nude;5492;5.36;19.667;3316;--;--;--
nuestro;5493;5.36;13.211;--;--;--;3348
overview;5494;5.36;14.394;--;--;3732;--
oz;5495;5.36;15.086;3473;--;--;--
pattern;5496;5.36;17.700;--;1132;4299;--
port;5497;5.36;14.394;3738;2045;1656;--
possession;5498;5.36;19.873;--;1889;4343;--
press;5499;5.36;12.249;1159;323;693;2272
principal;5500;5.36;13.962;--;1195;1822;--
pronto;5501;5.36;12.415;--;--;--;4924
quiero;5502;5.36;0.9848;4544;--;--;757
rabbi;5503;5.36;14.535;--;--;1038;--
reposing;5504;5.36;15.354;--;--;3011;--
russell;5505;5.36;13.815;--;4535;2386;--
same;5506;5.36;12.739;272;101;303;193
si;5507;5.36;14.251;819;2917;--;405
sim;5508;5.36;0.9638;4431;--;--;--
sit;5509;5.36;12.249;1095;2068;2463;505
sold;5510;5.36;12.898;1749;1839;794;1207
sounded;5511;5.36;10.451;4087;--;4735;--
staff;5512;5.36;0.8751;2030;1124;514;--
standing;5513;5.36;0.8514;2066;1290;1978;536
stocks;5514;5.36;12.898;3417;--;1367;--
structure;5515;5.36;13.815;--;493;2821;--
stuart;5516;5.36;13.815;--;--;2254;--
subsequently;5517;5.36;11.563;--;3074;--;--
sympathy;5518;5.36;19.141;--;3364;1215;3007
taiwan;5519;5.36;12.739;--;--;4437;--
target;5520;5.36;15.221;2106;2484;2735;4158
teeth;5521;5.36;18.709;1486;2398;--;1468
trenton;5522;5.36;13.516;--;--;4459;--
tres;5523;5.36;15.221;--;--;--;4814
trucks;5524;5.36;16.630;--;--;3748;4435
tuesdays;5525;5.36;11.386;--;--;3383;--
tummy;5526;5.36;13.815;3601;--;--;--
tweeting;5527;5.36;19.667;1085;--;--;--
verb;5528;5.36;11.563;--;4759;--;--
vest;5529;5.36;11.386;--;--;--;3156
wakes;5530;5.36;16.753;--;--;--;4511
walter;5531;5.36;14.251;--;3328;1599;--
we'd;5532;5.36;11.563;--;--;--;--
westchester;5533;5.36;13.962;--;--;1299;--
wi;5534;5.36;0.8751;4137;--;--;3435
wright;5535;5.36;0.9848;--;--;2892;--
you'd;5536;5.36;11.563;--;--;--;--
yugoslavia;5537;5.36;13.815;--;--;4614;--
emperor;5538;5.35;20.576;--;2081;--;--
thesis;5539;5.35;18.507;--;3921;--;--
chevy;5540;5.35;17.145;--;--;--;4182
della;5541;5.35;11.824;--;--;--;4960
finite;5542;5.35;14.513;--;4629;--;--
loot;5543;5.35;20.872;--;--;--;3159
motive;5544;5.35;14.938;--;4491;--;--
define;5545;5.34;10.689;--;2760;--;4699
#news;5546;5.34;13.940;--;--;--;--
adams;5547;5.34;10.806;4883;3926;2887;--
advised;5548;5.34;16.977;--;4830;4364;--
andrea;5549;5.34;12.224;--;--;3279;--
anonymity;5550;5.34;13.342;--;--;4884;--
anthony;5551;5.34;14.654;4583;--;1323;--
anything;5552;5.34;10.224;401;608;800;367
anywhere;5553;5.34;12.875;2153;4210;4036;1155
arc;5554;5.34;11.713;--;3380;--;--
areas;5555;5.34;10.224;--;592;1211;--
ay;5556;5.34;0.9607;4498;--;--;907
backs;5557;5.34;14.373;--;--;--;2860
bros;5558;5.34;15.334;3992;--;--;--
campaign;5559;5.34;15.467;1921;1886;365;--
candidate;5560;5.34;10.994;--;3774;1309;--
carter;5561;5.34;16.113;--;--;2168;--
checked;5562;5.34;11.359;2148;--;--;--
classified;5563;5.34;14.514;--;4544;--;--
colts;5564;5.34;15.858;2715;--;--;--
comparable;5565;5.34;12.554;--;4401;4633;--
crossing;5566;5.34;13.342;--;4272;--;4400
currently;5567;5.34;0.8234;1125;3619;2426;--
denver;5568;5.34;14.930;3151;--;2724;--
ding;5569;5.34;15.986;--;--;--;2467
doctor;5570;5.34;16.239;996;1785;2413;1402
drank;5571;5.34;14.654;3682;--;--;2334
editorial;5572;5.34;13.644;--;--;1193;--
flick;5573;5.34;13.644;--;--;--;4368
fur;5574;5.34;17.333;4043;4355;--;--
gear;5575;5.34;12.875;2576;--;--;3335
geek;5576;5.34;18.910;3021;--;--;--
german;5577;5.34;13.940;2549;667;1230;--
giant;5578;5.34;11.886;2057;4880;2746;3831
giants;5579;5.34;14.930;4249;--;1887;--
hampton;5580;5.34;13.342;--;--;3115;--
harold;5581;5.34;11.537;--;--;2087;--
ily;5582;5.34;15.729;4022;--;--;--
iron;5583;5.34;13.494;1672;1066;--;2277
karen;5584;5.34;13.793;--;--;1838;--
korea;5585;5.34;13.793;4914;4234;1893;--
liebe;5586;5.34;13.940;--;--;--;3196
lillian;5587;5.34;14.654;--;--;4102;--
log;5588;5.34;0.9607;3483;4122;--;--
manufacturer;5589;5.34;10.224;--;--;3112;--
massive;5590;5.34;12.875;2084;4011;--;--
maureen;5591;5.34;0.7982;--;--;4502;--
mc;5592;5.34;13.940;3399;--;--;1739
middle;5593;5.34;0.7174;1101;604;980;799
moderate;5594;5.34;12.715;--;3195;4520;--
nog;5595;5.34;11.359;2895;--;--;1750
noticed;5596;5.34;14.230;2078;2724;4808;3114
occurred;5597;5.34;10.224;--;1583;1963;--
ohhhh;5598;5.34;19.651;--;--;--;3166
orleans;5599;5.34;12.554;3415;--;2894;2841
ounce;5600;5.34;0.9607;--;--;--;3637
pack;5601;5.34;12.715;1452;--;--;1100
percent;5602;5.34;0.9172;3546;696;81;--
phil;5603;5.34;11.178;3453;--;3604;--
physician;5604;5.34;18.363;--;3102;3444;--
rate;5605;5.34;12.224;2011;405;703;4147
regional;5606;5.34;0.8234;--;1878;1621;--
request;5607;5.34;12.224;2472;2226;1820;--
revolution;5608;5.34;13.940;4553;1135;3302;1921
rihanna;5609;5.34;19.755;2925;--;--;--
roosevelt;5610;5.34;18.693;--;4719;3404;--
session;5611;5.34;11.178;1761;2437;2423;--
six;5612;5.34;11.537;1691;520;382;823
sullivan;5613;5.34;0.8947;--;--;2826;--
surgeon;5614;5.34;16.239;--;--;4490;--
susan;5615;5.34;12.715;4492;--;768;--
sylvia;5616;5.34;13.188;--;--;3166;--
then;5617;5.34;0.7453;103;75;148;96
they're;5618;5.34;10.994;--;--;--;--
thinkin;5619;5.34;10.994;2677;--;--;1537
tmrw;5620;5.34;10.022;4798;--;--;--
transmitted;5621;5.34;15.729;--;4387;--;--
tube;5622;5.34;12.875;3945;2174;--;--
typing;5623;5.34;12.056;3604;--;--;--
upon;5624;5.34;0.6884;2190;111;1663;482
walmart;5625;5.34;22.733;2817;--;--;--
whitman;5626;5.34;0.7982;--;--;4041;--
whitney;5627;5.34;11.713;--;--;3891;--
wider;5628;5.34;10.422;--;3685;--;--
within;5629;5.34;13.644;1790;172;751;710
yo;5630;5.34;16.734;402;--;--;136
blink;5631;5.33;14.341;--;--;--;2943
noches;5632;5.33;13.422;--;--;--;4729
threshold;5633;5.33;14.780;--;4926;--;--
bringin;5634;5.33;14.774;--;--;--;4146
tutti;5635;5.33;14.774;--;--;--;4671
verdad;5636;5.33;11.252;--;--;--;2864
abraham;5637;5.32;15.043;--;4942;3188;--
alter;5638;5.32;12.526;--;4484;--;--
andre;5639;5.32;12.196;--;--;4765;--
beep;5640;5.32;15.178;--;--;--;2897
bench;5641;5.32;10.388;4117;--;4503;--
bucket;5642;5.32;11.856;--;--;--;4560
calif;5643;5.32;13.316;--;--;552;--
chin;5644;5.32;0.9781;3519;--;--;3542
commerce;5645;5.32;13.161;--;2180;2249;--
compare;5646;5.32;0.9988;4853;2785;--;3088
cover;5647;5.32;12.688;1048;1519;1235;1054
currents;5648;5.32;11.683;--;--;4129;--
deepest;5649;5.32;14.490;--;--;1471;2981
dorothy;5650;5.32;13.005;--;--;2283;--
editorials;5651;5.32;10.962;--;--;4301;--
emeritus;5652;5.32;16.468;--;--;2576;--
endless;5653;5.32;18.455;--;--;--;1333
estimates;5654;5.32;11.147;--;3238;2411;--
evaluation;5655;5.32;18.007;--;1817;--;--
firm;5656;5.32;11.683;4035;1513;545;4062
francis;5657;5.32;14.348;--;3103;2225;--
general;5658;5.32;11.328;1748;134;250;4181
gregory;5659;5.32;11.147;--;--;2794;--
hoffman;5660;5.32;0.957;--;--;4557;--
hour;5661;5.32;0.7939;455;937;1579;883
identified;5662;5.32;12.688;--;1796;1742;--
indicates;5663;5.32;10.774;--;2233;1894;--
jacqueline;5664;5.32;16.591;--;--;4700;--
joshua;5665;5.32;0.9781;--;--;2956;--
kristen;5666;5.32;14.490;3924;--;--;--
label;5667;5.32;10.190;3958;--;4143;3300
literally;5668;5.32;15.178;2112;4408;--;--
louise;5669;5.32;11.683;--;--;3122;--
mas;5670;5.32;10.388;1121;--;--;887
measure;5671;5.32;10.962;--;970;1570;3290
medium;5672;5.32;0.7939;--;1715;4912;--
mention;5673;5.32;0.7407;1681;2107;3397;2423
michigan;5674;5.32;12.848;3231;3955;2002;--
names;5675;5.32;0.9988;1861;1114;1458;1672
nassau;5676;5.32;14.348;--;--;2619;--
negotiations;5677;5.32;13.768;--;3586;1649;--
nineteenth;5678;5.32;14.490;--;2274;--;--
pa;5679;5.32;16.468;1617;3365;1035;1324
palmer;5680;5.32;10.190;--;--;5000;--
partly;5681;5.32;11.683;--;1937;3021;--
peeps;5682;5.32;15.836;1826;--;--;4411
plz;5683;5.32;18.892;1337;--;--;--
posts;5684;5.32;11.147;2134;--;--;--
presumably;5685;5.32;11.507;--;4106;--;--
quite;5686;5.32;17.076;686;407;1365;902
rebounds;5687;5.32;13.161;--;--;4497;--
remind;5688;5.32;14.348;2784;--;--;1583
reserve;5689;5.32;11.147;--;2957;1592;--
review;5690;5.32;10.190;935;821;118;--
rite;5691;5.32;11.856;1771;--;--;--
rye;5692;5.32;13.468;--;--;3335;--
selena;5693;5.32;0.9355;3294;--;--;--
site;5694;5.32;0.7939;495;1140;742;--
skip;5695;5.32;14.630;3718;--;--;3232
someone's;5696;5.32;12.848;--;--;--;--
speech;5697;5.32;17.548;1985;987;1585;3858
step;5698;5.32;0.8676;1072;899;1161;449
subway;5699;5.32;16.835;3641;--;2577;--
surface;5700;5.32;10.774;--;511;3286;2978
table;5701;5.32;0.6833;986;291;1768;1501
taking;5702;5.32;13.005;471;650;736;615
tells;5703;5.32;12.688;2096;2475;3061;1488
ticket;5704;5.32;14.769;1610;--;2601;2018
ting;5705;5.32;13.468;--;--;--;4451
tribes;5706;5.32;13.161;--;3303;--;--
turning;5707;5.32;10.190;1883;2111;2400;774
two-year;5708;5.32;10.774;--;--;--;--
types;5709;5.32;0.7407;4204;801;4304;--
urself;5710;5.32;18.674;3613;--;--;--
vancouver;5711;5.32;14.490;2634;--;--;--
varies;5712;5.32;0.9134;--;3974;--;--
yield;5713;5.32;16.092;--;2271;2310;--
zone;5714;5.32;0.9781;2400;2474;3565;1835
preceding;5715;5.31;0.9927;--;2579;--;--
affecting;5716;5.31;13.261;--;4225;--;--
alles;5717;5.31;10.841;--;--;--;1306
bop;5718;5.31;14.463;--;--;--;2207
consume;5719;5.31;18.842;--;--;--;4760
discipline;5720;5.31;18.129;--;2594;--;--
disposition;5721;5.31;13.875;--;4049;--;--
gypsy;5722;5.31;16.981;--;--;--;2984
heed;5723;5.31;12.111;--;--;--;4010
ion;5724;5.31;11.218;--;3827;--;--
shelf;5725;5.31;11.031;--;--;--;2847
stash;5726;5.31;16.609;--;--;--;3234
varying;5727;5.31;14.463;--;3325;--;--
vivir;5728;5.31;13.261;--;--;--;2192
#fact;5729;5.3;11.112;--;--;--;--
*estimated;5730;5.3;11.112;--;--;--;--
actually;5731;5.3;11.112;320;850;1361;4378
aire;5732;5.3;14.178;--;--;--;4518
ancora;5733;5.3;11.473;--;--;--;3758
atlanta;5734;5.3;14.178;2341;--;1420;4133
barnes;5735;5.3;0.9091;--;--;4513;--
bat;5736;5.3;13.590;--;--;--;3328
biblical;5737;5.3;19.299;--;4956;--;--
bishop;5738;5.3;16.194;--;1940;3276;--
bonnie;5739;5.3;16.812;--;--;4801;--
boundary;5740;5.3;11.650;--;2780;--;--
brad;5741;5.3;11.294;4325;--;4593;--
brian;5742;5.3;14.321;2705;--;1345;--
bring;5743;5.3;0.9949;543;731;885;253
calendar;5744;5.3;11.294;3293;--;--;--
carnegie;5745;5.3;14.604;--;--;3195;--
catholic;5746;5.3;18.323;--;1679;1550;--
center;5747;5.3;0.9949;1165;878;142;2881
chairman;5748;5.3;14.743;--;3145;268;--
chrysler;5749;5.3;10.152;--;--;4458;--
circuits;5750;5.3;0.7626;--;--;3753;--
colin;5751;5.3;11.294;--;--;4267;--
constantly;5752;5.3;11.995;4210;2471;--;2837
cornell;5753;5.3;14.743;--;--;2541;--
correspondent;5754;5.3;11.650;--;--;3269;--
counts;5755;5.3;11.473;4951;--;3686;--
county;5756;5.3;10.546;1487;900;417;2803
creature;5757;5.3;16.444;--;4186;--;3862
dave;5758;5.3;14.033;2263;--;2382;4852
drake;5759;5.3;12.495;3850;--;--;--
editing;5760;5.3;12.330;2924;--;787;--
eight;5761;5.3;12.817;4111;996;783;1593
elevator;5762;5.3;13.887;4345;--;--;--
glen;5763;5.3;12.495;--;--;3029;--
irene;5764;5.3;13.740;--;--;4784;--
jk;5765;5.3;12.330;2224;--;--;--
junior;5766;5.3;12.657;4620;--;2584;--
km/h;5767;5.3;11.650;--;--;--;--
lee;5768;5.3;0.9091;2495;2973;873;2300
lesson;5769;5.3;14.880;2206;3700;3876;1861
levels;5770;5.3;0.953;4077;871;2025;--
lexington;5771;5.3;12.817;--;--;2850;--
md;5772;5.3;11.294;3782;4118;491;--
medicare;5773;5.3;16.812;--;--;3101;--
mic;5774;5.3;0.9313;4587;--;--;1086
mike;5775;5.3;14.463;1570;--;1181;1896
miles;5776;5.3;11.650;1571;808;972;796
miriam;5777;5.3;0.9949;--;--;4159;--
mph;5778;5.3;12.817;1850;--;--;--
murphy;5779;5.3;0.8864;--;--;2807;--
neck;5780;5.3;11.824;2402;2285;1594;1070
nova;5781;5.3;16.444;4747;--;--;--
number;5782;5.3;0.9313;779;150;315;689
one's;5783;5.3;0.7354;--;1683;--;--
patch;5784;5.3;10.351;4644;--;--;--
pay;5785;5.3;23.234;627;769;460;499
peggy;5786;5.3;10.546;--;--;4810;--
placed;5787;5.3;15.551;--;726;1737;3960
pounds;5788;5.3;18.211;3452;2588;2787;3129
president's;5789;5.3;15.152;--;--;--;--
profile;5790;5.3;12.330;1622;4012;3870;--
quiz;5791;5.3;14.880;2126;--;--;--
rail;5792;5.3;11.112;--;--;3354;--
randy;5793;5.3;13.590;--;--;3762;--
reviews;5794;5.3;12.164;2209;--;2362;--
ritual;5795;5.3;17.642;--;3819;--;--
robert;5796;5.3;10.546;1815;1085;216;--
roberts;5797;5.3;0.8864;--;--;2961;--
roger;5798;5.3;0.8391;--;--;2094;--
samuel;5799;5.3;11.473;--;3147;1933;--
scales;5800;5.3;12.817;--;4507;--;--
sec;5801;5.3;10.351;3386;2615;3786;--
seth;5802;5.3;11.473;--;--;4037;--
seymour;5803;5.3;10.351;--;--;4774;--
silly;5804;5.3;19.821;907;--;--;1612
singular;5805;5.3;14.463;--;4493;--;--
somebody;5806;5.3;11.294;1209;--;2884;397
someone;5807;5.3;11.650;253;1420;936;233
spray;5808;5.3;14.463;3456;--;--;3006
suit;5809;5.3;15.811;2656;2839;1483;2071
system;5810;5.3;17.291;893;143;329;1642
tactics;5811;5.3;15.811;--;--;4512;--
telling;5812;5.3;10.546;1346;2622;2363;769
tend;5813;5.3;14.178;4283;1991;3406;4640
third;5814;5.3;11.473;1652;453;386;1887
transition;5815;5.3;13.590;--;2417;3589;--
trump;5816;5.3;17.053;--;--;3492;--
via;5817;5.3;11.473;297;2627;--;3717
vids;5818;5.3;14.321;4619;--;--;--
visitation;5819;5.3;18.323;--;--;4305;--
washing;5820;5.3;18.323;3434;--;--;4793
ways;5821;5.3;11.650;1080;698;1106;636
weekly;5822;5.3;15.940;2541;4086;2265;--
windy;5823;5.3;18.434;3910;--;--;--
year's;5824;5.3;11.650;--;--;--;--
you're;5825;5.3;10.926;--;--;--;--
hitherto;5826;5.29;13.677;--;4353;--;--
incorporated;5827;5.29;12.197;--;4150;--;--
prescribed;5828;5.29;16.237;--;4423;--;--
assumption;5829;5.29;18.028;--;2493;--;--
cama;5830;5.29;13.844;--;--;--;4486
clergy;5831;5.29;18.819;--;4176;--;--
heel;5832;5.29;13.540;--;--;--;3061
playas;5833;5.29;17.795;--;--;--;4766
rodeo;5834;5.29;15.546;--;--;--;4618
shakin;5835;5.29;16.202;--;--;--;3971
transferred;5836;5.29;13.693;--;3435;--;--
2-bath;5837;5.28;16.293;--;--;--;--
alert;5838;5.28;18.075;1585;--;--;--
already;5839;5.28;12.296;323;355;501;725
annual;5840;5.28;10.506;2508;1374;1027;--
assessment;5841;5.28;13.708;--;1877;4734;--
beef;5842;5.28;21.763;2880;--;--;1715
behalf;5843;5.28;10.887;--;3473;3033;--
borough;5844;5.28;10.698;--;--;3371;--
code;5845;5.28;11.256;1267;1451;3216;3146
comin;5846;5.28;12.129;2413;--;--;1081
congregation;5847;5.28;17.266;--;--;2810;--
copies;5848;5.28;11.787;--;3712;968;--
craig;5849;5.28;0.9044;4730;--;2567;--
cuore;5850;5.28;12.129;--;--;--;4756
dean;5851;5.28;12.784;4863;--;1416;--
declared;5852;5.28;13.407;--;1727;2480;--
defended;5853;5.28;17.617;--;--;4953;--
diplomat;5854;5.28;14.852;--;--;4291;--
dot;5855;5.28;11.787;--;--;--;1895
empire;5856;5.28;18.299;3806;1556;3313;4387
estar;5857;5.28;13.254;--;--;--;2646
esther;5858;5.28;12.296;--;--;4646;--
etsy;5859;5.28;14.148;3832;--;--;--
eventually;5860;5.28;15.654;3991;1928;1669;3684
extract;5861;5.28;14.574;--;4832;--;--
feelin;5862;5.28;14.434;2142;--;--;1294
follower;5863;5.28;11.787;2179;--;--;--
form;5864;5.28;11.073;1720;171;1046;1779
gates;5865;5.28;11.436;--;4366;3063;1976
handling;5866;5.28;10.887;--;3758;3731;--
hannah;5867;5.28;14.291;3581;--;--;--
happen;5868;5.28;10.506;768;2229;1475;849
harriet;5869;5.28;13.856;--;--;4703;--
harvey;5870;5.28;14.434;--;--;3072;--
held;5871;5.28;12.784;2488;424;227;829
holla;5872;5.28;17.847;2720;--;--;1502
inches;5873;5.28;11.959;2790;2333;3141;4915
institute;5874;5.28;14.148;--;1596;642;--
interviewed;5875;5.28;14.003;--;--;4484;--
jacobs;5876;5.28;0.9044;--;--;3766;--
james;5877;5.28;10.698;1373;783;300;2705
l;5878;5.28;11.436;1315;351;410;1749
length;5879;5.28;0.8816;--;706;4106;--
mag;5880;5.28;10.309;3485;--;--;4106
martha;5881;5.28;11.959;--;--;2796;--
meanwhile;5882;5.28;0.8816;--;3376;2170;4825
minutes;5883;5.28;0.9044;566;1108;604;1864
mode;5884;5.28;11.787;2418;1697;--;--
morton;5885;5.28;0.9485;--;--;4429;--
nonprofit;5886;5.28;19.382;--;--;2994;--
ora;5887;5.28;0.8581;--;--;--;4910
packed;5888;5.28;11.613;2755;--;--;2235
packing;5889;5.28;15.258;2489;--;--;--
pandora;5890;5.28;15.784;4411;--;--;--
parameter;5891;5.28;12.129;--;4463;--;--
posse;5892;5.28;12.784;--;--;--;4329
preacher;5893;5.28;21.193;--;--;--;2852
representatives;5894;5.28;16.665;--;2405;2390;--
rewind;5895;5.28;10.887;--;--;--;3246
says;5896;5.28;11.959;351;508;336;501
scheduled;5897;5.28;11.959;4957;--;840;--
secrets;5898;5.28;18.187;2558;--;--;1478
section;5899;5.28;0.834;3079;428;731;--
serum;5900;5.28;13.263;--;3525;--;--
sheila;5901;5.28;0.9697;--;--;4777;--
someday;5902;5.28;14.434;3649;--;--;722
sometimes;5903;5.28;0.9485;569;442;1004;329
somewhere;5904;5.28;0.8581;1499;3626;4130;592
sort;5905;5.28;0.834;1554;1024;1735;2905
stands;5906;5.28;0.8816;4126;2177;2836;1625
state;5907;5.28;0.9697;634;118;94;914
stats;5908;5.28;11.787;4542;--;--;--
stays;5909;5.28;13.099;4090;--;--;2371
temporal;5910;5.28;13.099;--;3683;--;--
that's;5911;5.28;0.8581;--;1090;--;--
theodore;5912;5.28;10.698;--;--;3986;--
theology;5913;5.28;17.266;--;3225;--;--
tracks;5914;5.28;11.073;2826;--;4465;1754
tyler;5915;5.28;10.506;4784;--;--;--
unions;5916;5.28;16.542;--;3279;2792;--
version;5917;5.28;0.834;1015;1905;1383;3678
wandering;5918;5.28;17.296;--;--;--;3480
years;5919;5.28;14.714;333;115;58;364
york's;5920;5.28;0.7835;--;--;--;--
specified;5921;5.28;12.972;--;2920;--;--
leben;5922;5.27;12.158;--;--;--;2493
anyhow;5923;5.27;12.379;--;--;--;4475
bumpin;5924;5.27;17.651;--;--;--;4841
governed;5925;5.27;17.414;--;4836;--;--
holdin;5926;5.27;15.245;--;--;--;2775
implies;5927;5.27;11.138;--;3382;--;--
moet;5928;5.27;14.401;--;--;--;2432
quieres;5929;5.27;12.874;--;--;--;2515
revised;5930;5.27;13.961;--;4218;--;--
semi;5931;5.27;13.350;--;4482;--;--
africa;5932;5.26;20.782;2840;1284;1577;4353
agency;5933;5.26;0.9216;3859;1953;451;--
asking;5934;5.26;0.9858;1323;2775;2098;1263
based;5935;5.26;0.7508;1521;389;498;--
berlin;5936;5.26;15.884;4455;2675;3024;--
bid;5937;5.26;11.920;2786;--;1938;4375
boyz;5938;5.26;19.568;--;--;--;4348
carrier;5939;5.26;13.524;--;4788;4986;--
carrying;5940;5.26;12.747;4977;1988;2486;4208
clinton's;5941;5.26;15.493;--;--;--;--
commander;5942;5.26;15.093;--;3051;3019;--
companies;5943;5.26;10.264;2292;1293;314;--
conan;5944;5.26;17.935;4142;--;--;--
conference;5945;5.26;11.572;1566;1312;782;--
converted;5946;5.26;0.9649;--;3749;4341;--
counsel;5947;5.26;10.063;--;4104;1562;--
cynthia;5948;5.26;14.542;--;--;3938;--
dale;5949;5.26;11.920;--;--;4532;2367
department;5950;5.26;11.031;3403;693;220;--
desk;5951;5.26;0.9858;1914;4267;4668;--
detected;5952;5.26;13.524;--;4630;--;--
dias;5953;5.26;10.461;2734;--;--;--
digging;5954;5.26;10.654;4969;--;--;3339
directions;5955;5.26;12.747;--;2572;4675;--
